,ID,CUST_OPN_DT,NBROPN,AGE,CITY,STATE,PSTL_CD_5,PSTL_CD_4,NBR_OF_CHLD_IN_HH,OCCUP_OF_1ST_INDV,OWN_RENT,PRM_PLUS_LG_OF_RSD,PRM_PLUS_MRTL_STS,PRM_PLUS_PRSNC_OF_CHLD,CHLD_AGE_00_10,CHLD_AGE_11_17,CHLD_AGE_18_24,EDU1,GNDR_OF_1ST_INDV,HH_ADLTS_PE_PLUS_CNT,INCOME,ROLLUP-CDE,AGGR_VEH_MV,HOM_MV,HOUSE_YR_BUILT,MAIL_ORD_BYR,MAIL_RESPONDERS,NBR_OF_VEHS,PRSNC_OF_POOL_FLG,PRPY_TYP,AST_IXI,CDA_ID,CDA_BAL,CHK_ID,CKCOLBAL,CCD_FLG,CCDBAL,SAV_ID,SVCOLBAL,MTG_ID,MTG_TOT_BAL_AMT,EQ_LINE_FLG,HOM_EQTY_LINE_AMT,EQ_LOAN_FLG,HOM_EQTY_LOAN_AMT,OTHER_LOAN_FLG,OTHER_LOAN_BAL,Auto_Flg,AUTO_LOAN_BAL,INV_FLG,INVST_AMT,ATM_FLG,POS_FLG,CSR_FLG,IVR_FLG,WEB_FLG,TLR_FLG,CRV
2296,28568,03/31/2004,1,48.0,SEYMOUR,TN,37865.0,6632.0,0.0,P,O,0.0,M,N,,,,1,M,2.0,62500.0,N,0.0,M,1999.0,,,,,A,21532.0,N,,N,,1,1459.48,N,,N,0.0,N,0.0,N,0.0,,0.0,,0.0,N,,,,,,,,-10.9
2329,37866,02/01/1980,2,63.0,NASHVILLE,TN,37211.0,4607.0,0.0,D,O,15.0,M,N,,,,3,M,2.0,47439.96,S,50.0,I,1970.0,B,R,2.0,,A,35975.0,N,,Y,1312.33,0,,Y,2653.81,N,0.0,N,0.0,N,0.0,,0.0,,0.0,N,,,,,,,,-10.31
2342,24536,09/09/1999,1,64.0,CEDAR HILL,TN,37032.0,4931.0,0.0,P,O,15.0,M,N,,,,1,M,2.0,125000.0,S,680.0,A,,B,R,2.0,,,990.0,N,,N,,1,196.76,N,,N,0.0,N,0.0,N,0.0,,0.0,,0.0,N,,,,,,,,-9.96
2369,9385,04/21/2003,1,13.0,GALLATIN,TN,37066.0,6030.0,,,,0.0,,,,,,0,,,,G,0.0,,,,,,Y,,27645.0,N,,N,,0,,Y,347.11,N,0.0,N,0.0,N,0.0,,0.0,,0.0,N,,,,,,,,-9.19
2431,18260,06/30/2006,1,11.0,CLARKSVILLE,TN,37040.0,5466.0,0.0,O,O,0.0,M,N,,,,1,M,2.0,62500.0,G,0.0,G,2005.0,,,,,A,11108.0,N,,N,,0,,Y,112.11,N,0.0,N,0.0,N,0.0,,0.0,,0.0,N,,,,,,,,-8.39
2488,37544,05/02/1991,1,53.0,NOLENSVILLE,TN,37135.0,9792.0,1.0,O,R,0.0,M,Y,,Y,,1,F,1.0,62500.0,N,40.0,F,1966.0,,,,,,3814.0,N,,Y,34.87,0,0.0,N,,N,0.0,N,0.0,N,0.0,,0.0,,0.0,N,,,,,,,,-7.52
2552,19781,11/28/2006,1,31.0,CORDOVA,TN,38016.0,5944.0,0.0,N,R,1.0,S,N,,,,1,M,1.0,62500.0,H,0.0,,,,,,,,3626.0,N,,N,,0,,Y,300.12,N,0.0,N,0.0,N,0.0,,0.0,,0.0,N,,,,,,,,-6.67
2585,16903,02/14/2006,1,22.0,HENDERSONVLLE,TN,37075.0,3008.0,1.0,O,O,15.0,A,Y,,Y,Y,1,M,3.0,112500.0,N,150.0,D,1969.0,,,3.0,,,2628.0,N,,N,,0,,Y,300.34,N,0.0,N,0.0,N,0.0,,0.0,,0.0,N,,,,,,,,-6.23
2594,39405,11/04/1992,1,58.0,NASHVILLE,TN,37209.0,1458.0,0.0,7,O,15.0,M,N,,,,1,F,2.0,36096.0,N,70.0,F,,B,R,1.0,,,144.0,N,,Y,704.5,0,,N,,N,0.0,N,0.0,N,0.0,,0.0,,0.0,N,,,,,,,,-6.05
2760,21750,05/22/2007,1,22.0,CLARKSVILLE,TN,37042.0,1555.0,,O,,0.0,,,,,,0,,,,G,0.0,,,,,,,,705.0,N,,N,,0,,Y,225.02,N,0.0,N,0.0,N,0.0,,0.0,,0.0,N,,,,,,,,-3.21
