ID,CUST_OPN_DT,NBROPN,AGE,CITY,STATE,PSTL_CD_5,PSTL_CD_4,NBR_OF_CHLD_IN_HH,OCCUP_OF_1ST_INDV,OWN_RENT,PRM_PLUS_LG_OF_RSD,PRM_PLUS_MRTL_STS,PRM_PLUS_PRSNC_OF_CHLD,CHLD_AGE_00_10,CHLD_AGE_11_17,CHLD_AGE_18_24,EDU1,GNDR_OF_1ST_INDV,HH_ADLTS_PE_PLUS_CNT,INCOME,ROLLUP-CDE,AGGR_VEH_MV,HOM_MV,HOUSE_YR_BUILT,MAIL_ORD_BYR,MAIL_RESPONDERS,NBR_OF_VEHS,PRSNC_OF_POOL_FLG,PRPY_TYP,AST_IXI,CDA_ID,CDA_BAL,CHK_ID,CKCOLBAL,CCD_FLG,CCDBAL,SAV_ID,SVCOLBAL,MTG_ID,MTG_TOT_BAL_AMT,EQ_LINE_FLG,HOM_EQTY_LINE_AMT,EQ_LOAN_FLG,HOM_EQTY_LOAN_AMT,OTHER_LOAN_FLG,OTHER_LOAN_BAL,Auto_Flg,AUTO_LOAN_BAL,INV_FLG,INVST_AMT,ATM_FLG,POS_FLG,CSR_FLG,IVR_FLG,WEB_FLG,TLR_FLG,CRV
41772,5/13/97,3,66,CLEVELAND,OH,44108,1233,1,Q,O,15,M,Y,,Y,,1,M,4,19999.92,D,150,B,1924,B,R,3,,E,2965,N,,Y,139.82,1,7672.85,Y,3794.71,N,0,N,0,N,0,,0,,0,N,,Y,NA,N,NA,NA,Y,791.19
41782,1/6/92,2,34,WADSWORTH,OH,44281,1660,2,P,O,15,M,Y,,Y,,1,M,3,62500,U,230,F,1958,B,R,3,Y,A,54414,N,,N,,0,,Y,,N,0,N,0,N,0,,0,Y,2997.39,N,,NA,NA,NA,NA,NA,NA,33.33
41784,9/22/94,2,32,CINCINNATI,OH,45233,1416,1,O,O,2,M,Y,Y,,,1,M,2,112500,N,270,M,1994,B,R,2,,A,47760,N,,Y,8927.5,0,,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,N,Y,Y,68.55
41785,10/15/94,1,52,SARDINIA,OH,45171,9118,0,P,O,4,M,N,,,,1,F,2,62500,N,130,D,,B,R,3,,,86859,N,,Y,786.4,0,,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,NA,NA,Y,-25.85
41787,8/6/01,4,31,OLATHE,KS,66061,9711,2,1,O,5,M,Y,Y,,,2,M,2,65496,S,0,D,,B,R,,,,22145,N,,Y,594.41,0,,Y,1491.69,Y,132213.19,Y,27918.72,N,0,,0,,0,N,,N,Y,NA,NA,Y,Y,2501.79
41789,4/16/96,2,56,CONWAY,AR,72034,7292,0,D,O,10,M,N,,,,2,M,3,87500,S,0,I,2001,B,R,2,,A,47824,N,,N,,0,,N,,Y,149182.96,N,0,N,0,,0,Y,21277.86,N,,NA,NA,NA,NA,NA,Y,2481.02
41790,7/28/94,1,38,STUTTGART,AR,72160,6953,0,F,O,15,M,N,,,,1,M,3,45000,U,0,,,B,R,1,,,214227,N,,N,,1,9829.66,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,1779.19
41799,12/1/94,1,73,BLUE SPRINGS,MO,64014,3562,0,P,O,15,M,N,,,,1,M,2,87500,N,0,E,1968,,,,,A,2628,N,,Y,129.43,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-35.11
41809,6/12/95,1,77,KANSAS CITY,MO,64127,1202,0,2,R,6,S,N,,,,1,M,1,45000,Z,0,,,B,R,,,,601,N,,Y,491.5,0,913.23,N,,N,0,N,0,N,0,,0,,0,Y,0,NA,Y,NA,NA,NA,Y,-530.54
41812,7/10/96,2,82,INDEPENDENCE,MO,64050,1604,0,1,O,13,M,N,,,,1,M,2,24399.96,N,60,D,1969,B,R,1,,A,19449,N,,Y,3239.1,1,3130.03,N,,N,0,N,0,N,0,,0,,0,N,,N,Y,NA,NA,NA,Y,-32.33
41820,3/19/96,1,78,GRANDVIEW,MO,64030,1459,0,O,O,1,S,N,,,,3,M,1,62500,Z,0,D,1984,,,,,A,863,N,,Y,177.47,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,1915.05
41826,12/11/97,1,13,INDEPENDENCE,MO,64057,2949,3,1,O,15,M,Y,,Y,Y,3,M,2,112500,N,550,H,,B,R,1,Y,,57762,N,,N,,0,,Y,380.12,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-3.39
41828,5/1/96,2,47,TOPEKA,KS,66614,2929,0,5,R,4,S,N,,,,1,M,1,42999.96,U,0,,,,,,,,35786,N,,Y,1268.8,0,,N,,N,0,N,0,N,0,,0,Y,6033.22,N,,Y,Y,NA,Y,NA,Y,294.87
41831,6/25/01,1,53,SAINT JOSEPH,MO,64507,7932,0,P,O,15,S,N,,,,1,M,2,15000,G,20,D,,B,R,1,,,5268,N,,Y,260.78,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,Y,-93.35
41833,9/29/87,1,74,KANSAS CITY,KS,66104,3336,0,Z,O,15,S,N,,,,1,M,1,35000,N,0,D,,B,R,1,,,13,N,,Y,243.35,0,,N,,N,0,N,0,N,0,,0,,0,N,,N,Y,NA,Y,NA,Y,-111.75
41852,1/6/93,1,47,PRAIRIE VLG,KS,66208,2545,,O,,0,,,,,,0,,,,N,0,,,,,,,,72397,N,,N,,0,,Y,4943.71,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,172.72
41854,2/18/82,7,57,TOPEKA,KS,66610,1503,0,2,O,12,M,N,,,,3,M,2,399999.96,G,0,G,,B,R,,,,1399482,N,,Y,21932.88,1,15796.06,N,,Y,223021.77,Y,133754.21,N,0,,0,,0,N,,Y,Y,NA,NA,Y,N,10985.53
41865,11/14/01,1,56,SCOTTSDALE,AZ,85254,5818,0,2,O,14,M,N,,,,2,M,2,125000,N,300,Q,1988,B,R,1,,A,173034,N,,N,,0,,N,,Y,198954.95,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,2779.27
41873,3/9/78,1,64,N LITTLE ROCK,AR,72117,0091,0,1,O,15,M,N,,,,1,M,4,45000,N,0,A,1930,B,R,1,,A,11048,N,,N,,0,11244.81,N,,Y,2861.91,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,Y,65.44
41877,2/15/70,1,63,KANSAS CITY,MO,64132,1207,0,5,O,15,M,N,,,,1,M,2,62500,Z,30,B,1951,B,R,1,,A,2733,N,,Y,1566.18,0,,N,,N,0,N,0,N,0,,0,,0,N,,N,Y,NA,NA,Y,Y,-0.31
41881,12/27/90,3,64,KANSAS CITY,MO,64152,4673,0,2,O,2,M,N,,,,1,M,4,112500,N,360,I,2003,B,R,1,,A,44453,N,,Y,3105.11,1,661.6,Y,3837.78,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,Y,234.65
41889,4/28/95,4,44,MALVERN,AR,72104,8745,1,1,O,2,M,Y,,Y,Y,1,M,2,87500,N,0,C,,B,R,2,Y,,9345,N,,Y,1574.25,0,,Y,7313.02,N,0,N,0,N,0,,0,Y,19553.79,N,,Y,Y,NA,NA,Y,Y,472.4
41891,4/1/70,2,59,N LITTLE ROCK,AR,72118,1696,0,O,O,15,M,N,,,,3,F,2,87500,N,0,D,,B,R,2,,,1891,N,,Y,39476.11,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,1022.05
41894,6/11/91,5,83,N LITTLE ROCK,AR,72120,5800,0,O,O,15,M,N,,,,3,F,2,87500,N,0,K,1992,B,R,,,A,212525,Y,600,Y,8294.72,1,0,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,Y,NA,NA,Y,94.34
41897,5/1/78,3,68,KANSAS CITY,MO,64130,3949,0,Z,O,15,S,N,,,,1,F,1,12000,Z,40,B,1930,B,R,1,,A,499,N,,Y,1630.17,1,3172.18,Y,2082.41,N,0,N,0,N,0,,0,,0,Y,0,NA,NA,NA,NA,NA,Y,209.86
41901,2/24/82,1,46,KANSAS CITY,MO,64152,1555,3,2,O,9,M,Y,,Y,,3,M,2,125000,G,160,I,1988,B,R,2,,A,133803,N,,N,,0,,Y,155.59,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,14.61
41902,9/15/75,2,64,BLUE SPRINGS,MO,64015,4941,0,8,O,15,S,N,,,,1,F,2,17500,N,40,F,1965,B,R,1,,A,149546,N,,Y,1020.37,0,,Y,4412.12,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,61.57
41915,7/23/74,6,86,FARMINGTON,MO,63640,3435,0,P,O,15,M,N,,,,1,M,2,25000,G,30,C,,B,R,1,,,550,Y,20000,Y,20014.4,1,0,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,Y,-16.7
41919,7/17/89,4,70,GRAVOIS MILLS,MO,65037,4708,0,8,O,15,M,N,,,,1,M,2,29548.92,N,170,F,,B,R,2,,,38583,Y,5000,Y,851.15,1,1076.65,Y,5057.48,Y,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,Y,405.78
41922,10/5/90,3,69,SAINT LOUIS,MO,63110,3111,0,8,O,15,M,N,,,,1,F,2,45000,I,30,E,1914,B,R,1,,A,49895,N,,Y,1830.8,0,,Y,12399.84,N,0,N,0,N,0,,0,,0,Y,0,Y,NA,NA,NA,NA,Y,191.46
41925,1/28/87,3,52,PALM BEACH,FL,33480,1363,0,,O,7,B,N,,,,1,M,1,125000,U,140,G,,,R,,,,268905,N,,N,,1,2668.64,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,629.19
41941,12/1/93,1,62,FLORISSANT,MO,63033,7420,1,P,O,8,M,Y,,Y,,1,M,2,112500,Z,460,E,1967,B,R,2,,A,10118,N,,Y,9.86,0,,N,,N,0,N,0,N,0,,0,,0,N,,N,Y,NA,Y,NA,Y,192.25
41943,5/31/77,3,84,EAST ALTON,IL,62024,2133,0,8,O,15,M,N,,,,1,M,2,62500,N,0,C,,B,R,,,A,6463,N,,Y,1393.16,1,528.51,Y,4856.34,N,0,N,0,N,0,,0,,0,N,,Y,NA,NA,NA,NA,Y,72.4
41951,4/23/92,1,66,HIGH RIDGE,MO,63049,2311,0,8,O,15,M,N,,,,1,M,3,62500,N,420,C,1925,B,R,1,,A,65531,N,,Y,482.49,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-21.68
41953,1/5/96,3,89,SAINT PETERS,MO,63376,4045,0,P,O,5,M,N,,,,1,M,2,28800,G,0,E,1989,,,,,D,11055,N,,Y,-693,0,5750.86,N,,N,0,Y,40239.01,N,0,,0,,0,Y,0,Y,Y,Y,Y,Y,N,2265.58
41954,5/3/88,8,50,SAINT LOUIS,MO,63117,1005,0,O,O,6,S,N,,,,3,M,1,480000,S,400,L,1951,B,R,1,,A,123692,N,,Y,4420.86,1,9023.82,Y,1062.69,Y,607124.75,N,0,N,0,,0,,0,N,,N,NA,NA,NA,Y,Y,13690.65
41963,1/1/97,4,48,SEDALIA,MO,65302,2343,1,,O,9,B,Y,,Y,,1,M,2,24108,G,150,,,,,2,,,420,N,,Y,30.9,1,4699.26,N,,N,0,N,0,Y,49448.41,,0,Y,0,N,,NA,N,NA,NA,NA,Y,1647.91
41965,12/11/01,3,23,SAINT LOUIS,MO,63126,1813,0,4,O,15,M,N,,,,1,M,4,31999.92,H,400,G,1957,B,R,3,,A,113882,N,,Y,734.27,1,3526.17,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,Y,Y,Y,-57.13
41966,9/28/69,1,76,NEOSHO,MO,64850,7090,1,8,O,15,M,Y,,Y,,1,M,2,25000,S,170,,,B,R,1,,,11963,N,,N,,1,99.95,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-15.54
41969,4/15/02,1,5,WASHINGTON,MO,63090,1916,0,C,O,8,M,N,,,,1,M,2,25000,N,160,D,1961,B,R,1,,A,13856,N,,N,,0,,Y,458.61,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-1.55
41970,5/27/92,4,51,POPLAR BLUFF,MO,63901,7869,0,1,O,15,M,N,,,,1,M,3,62500,N,470,,,B,R,2,,,69380,N,,Y,2309.7,0,,Y,718.49,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,35.58
41985,8/28/85,1,88,KANSAS CITY,MO,64166,1042,0,O,O,8,S,N,,,,1,F,1,17500,S,50,I,,B,R,2,,,2647,N,,N,,1,0,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-7.85
41987,10/28/89,2,49,FLORISSANT,MO,63031,4322,1,1,O,15,M,Y,,Y,Y,1,M,3,75000,G,380,E,1966,B,R,2,,A,480,N,,N,,1,3281.03,N,,N,0,N,0,N,0,,0,Y,5562.43,N,,NA,NA,NA,NA,NA,NA,172.77
41989,3/6/95,1,45,HIGGINSVILLE,MO,64037,8255,2,5,O,13,M,Y,,Y,,1,M,3,68220,N,310,D,,B,R,2,,,18324,N,,N,,0,,N,,Y,88227.33,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,Y,Y,1200.51
41991,4/7/00,3,58,MARSHFIELD,MO,65706,1634,0,8,O,3,M,N,,,,1,M,3,45000,N,140,,,B,R,,,,10258,Y,6042.34,Y,10979.9,0,,Y,1825,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,Y,214.15
41994,11/28/92,2,87,MARBLE HILL,MO,63764,8310,0,P,O,5,M,N,,,,1,M,2,15000,N,30,A,,B,R,1,,,7108,N,,Y,1621.96,0,0,Y,2978.31,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,Y,44.97
41995,12/6/90,2,24,JACKSON,MO,63755,1380,0,O,R,2,B,N,,,Y,1,F,1,15000,S,0,,,B,R,,,,21208,N,,Y,13.13,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-100.74
41996,8/10/95,1,42,ALTON,IL,62002,3635,1,O,R,4,S,Y,,Y,,1,F,1,25000,U,0,,,,,,,,48226,N,,N,,0,,Y,112.1,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-7.85
41999,5/22/86,1,78,NEWBURG,MO,65550,8829,0,P,O,13,M,N,,,,1,M,2,15000,N,20,,,B,R,1,,,23902,N,,N,,0,,Y,17413.59,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,331.97
42002,9/22/99,1,50,SAINT LOUIS,MO,63138,1703,3,P,O,8,M,Y,,Y,,1,F,2,87500,N,200,E,1956,B,R,2,,A,169040,N,,N,,0,,N,,N,0,N,0,N,0,,0,Y,11636.69,N,,NA,NA,NA,NA,NA,NA,9.73
42007,4/20/95,2,44,SAN BRUNO,CA,94066,2125,1,Z,O,5,M,Y,,Y,,1,M,2,87500,U,190,O,,B,R,3,,,51648,N,,Y,8244.65,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,Y,NA,NA,Y,Y,20.89
42008,5/30/86,1,57,SAINT LOUIS,MO,63146,3728,1,O,O,0,M,Y,,Y,,3,M,2,49999.92,N,580,I,1966,B,R,2,,A,37932,N,,Y,8522.62,0,,N,,N,0,N,0,N,0,,0,,0,N,,Y,NA,NA,NA,NA,Y,305.48
42009,8/16/74,7,73,BALLWIN,MO,63021,6144,0,8,O,15,M,N,,,,1,M,2,45000,H,350,H,1977,B,R,1,,A,27724,Y,18076.18,Y,418.7,0,,Y,11778.15,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,Y,NA,Y,3.53
42024,9/28/94,1,42,WINNECONNE,WI,54986,0545,1,,O,2,M,Y,Y,,,1,M,2,35000,N,0,,,B,R,,,A,0,N,,N,,1,1405.39,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,212.53
42031,11/6/79,5,58,FLORISSANT,MO,63033,7415,1,Z,O,15,M,Y,,Y,,1,M,3,87500,J,190,E,1966,B,R,1,,A,66827,Y,12244.7,Y,11581.33,0,,Y,1538.58,N,0,N,0,N,0,,0,,0,N,,N,Y,NA,NA,Y,N,56.33
42032,8/18/90,1,,,,00000,0000,,,,0,,,,,,0,,,,,0,,,,,,,,,N,,Y,1909.75,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,7.34
42034,8/2/99,2,26,BALLWIN,MO,63011,3248,1,P,R,5,B,Y,Y,,,1,M,1,9999.96,G,0,C,,,,,,,14092,N,,Y,192.99,1,462.94,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,NA,Y,Y,430.2
42039,12/21/87,2,77,SAINT LOUIS,MO,63131,4143,0,8,O,14,M,N,,,,3,M,2,125000,F,170,J,1957,B,R,2,,A,147159,N,,Y,1781.96,0,,Y,33616.09,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,494.7
42040,7/28/68,5,81,SAINT LOUIS,MO,63129,5413,0,O,O,15,M,N,,,,1,M,2,62500,H,140,G,1962,B,R,1,,A,135990,Y,52095.81,N,,1,37.01,Y,20656.31,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,416.42
42042,8/21/92,2,26,FLORISSANT,MO,63031,7802,0,1,O,1,M,N,,,,3,M,2,62500,G,0,F,1956,B,R,,,A,34960,N,,Y,14496.24,0,,Y,49.03,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,N,Y,Y,-35.25
42043,7/31/72,1,61,SAINT LOUIS,MO,63122,3539,0,O,O,15,M,N,,,,3,M,4,125000,G,110,Q,1974,B,R,1,Y,A,1757123,N,,Y,483.57,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-6.32
42055,9/12/85,1,62,WAYNESVILLE,MO,65583,8307,1,5,O,15,M,Y,,Y,Y,1,M,3,125000,N,350,F,,B,R,2,,,2156,Y,4838.07,N,,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,10.84
42056,8/16/91,1,53,BELLEVILLE,IL,62226,5275,0,7,R,2,S,N,,,,1,M,1,34999.92,U,0,,,B,R,,,,4442,N,,Y,2619.48,0,4472.57,N,,N,0,N,0,N,0,,0,,0,N,,NA,Y,NA,NA,NA,Y,45.86
42063,11/6/01,5,28,KIRKSVILLE,MO,63501,2848,0,5,O,11,M,N,,,,1,M,4,24000,N,260,,,B,R,1,,,5509,N,,Y,2177.32,1,1439.01,Y,504.53,N,0,N,0,N,0,,0,,0,Y,1181.61,Y,Y,NA,NA,Y,N,-53.81
42065,1/31/68,1,83,GODFREY,IL,62035,1344,0,8,O,15,M,N,,,,1,M,2,62500,N,0,D,,B,R,1,,A,46342,N,,Y,2560.49,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,Y,-23.56
42066,7/16/90,2,38,SAINT LOUIS,MO,63128,4199,3,O,O,10,M,Y,Y,Y,,1,M,3,45000,N,550,L,1996,B,R,2,,A,18167,N,,Y,818.85,0,0,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-20.03
42067,3/20/02,2,27,ARNOLD,MO,63010,1849,0,2,O,15,M,N,,,Y,1,F,2,87500,N,210,D,1987,B,R,2,,A,14422,N,,Y,569.46,0,,Y,100.21,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,Y,NA,Y,-78.9
42072,9/13/94,1,54,LAS VEGAS,NV,89131,3624,1,O,O,5,M,Y,Y,,,1,M,2,62500,N,300,L,2000,,,1,,A,21250,N,,N,,0,,N,,Y,12579.88,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,177.28
42073,8/16/91,1,,ALTON,IL,62002,6510,,P,,0,,,,,,0,,,,O,0,C,,,,,,A,2512,N,,Y,3041.56,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,3.45
42075,9/18/89,3,48,MATTHEWS,MO,63867,0407,0,,R,6,B,N,,,,1,F,1,25000,G,0,,,B,R,,,,853,N,,Y,1725.44,0,,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,NA,Y,Y,-119.51
42080,6/3/99,1,63,SAINT LOUIS,MO,63114,5202,1,P,O,15,S,Y,,Y,Y,1,F,2,39999.96,G,230,C,1908,B,R,2,,A,7014,N,,N,,0,0,N,,N,0,Y,23843.79,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,1066.74
42083,9/30/91,1,34,SAINT LOUIS,MO,63111,1437,0,O,O,11,M,N,,,,1,M,2,25000,G,30,B,1927,,,1,,D,17682,N,,Y,8672.27,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,47.66
42090,6/1/85,3,43,ELMHURST,IL,60126,4230,0,4,O,15,S,N,,,,1,M,4,25000,U,0,O,,B,R,2,,A,198974,N,,Y,1509.37,0,,Y,2277.41,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,37.27
42094,6/9/95,1,12,CEDAR RAPIDS,IA,52405,3497,2,1,O,14,M,Y,,Y,,2,M,2,62500,G,270,F,,B,R,1,,,13325,N,,N,,0,,Y,73.16,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-5.33
42098,9/26/94,1,52,NAPERVILLE,IL,60540,6453,0,1,O,5,M,N,,,,3,M,2,125000,N,0,Q,,B,R,,,A,89419,N,,Y,4575.52,0,,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,NA,NA,Y,90.81
42101,5/1/80,1,63,ROCK FALLS,IL,61071,1516,0,2,O,5,S,N,,,,1,M,1,35000,N,0,,,B,R,,,,35715,N,,Y,11997.58,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,Y,Y,130.37
42107,4/28/90,1,68,OAK PARK,IL,60302,1130,0,1,O,15,M,N,,,Y,3,M,2,87500,B,0,N,1924,B,R,,,A,123362,N,,N,,1,0,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,30.94
42117,11/22/72,1,54,IOWA CITY,IA,52245,3504,0,3,O,15,S,N,,,Y,2,M,3,125000,N,190,G,,B,R,2,,,219586,N,,N,,0,,Y,50219.63,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,669.93
42122,10/13/01,1,62,COLFAX,IA,50054,1221,0,5,O,9,M,N,,,,1,F,2,45000,S,90,,,B,R,2,,,8275,N,,N,,0,,N,,N,0,N,0,N,0,,0,Y,4352.71,N,,NA,NA,NA,NA,NA,NA,65.29
42136,9/22/92,2,40,SPRINGFIELD,IL,62703,3812,1,Z,O,2,S,Y,,Y,Y,1,F,1,25999.92,N,0,C,,B,R,1,,,34891,N,,Y,2675.97,1,5473.55,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,Y,N,Y,469.61
42137,6/1/80,7,49,SIBLEY,IA,51249,1317,2,2,O,7,M,Y,Y,Y,,2,M,3,89902.8,N,430,G,,B,R,3,,,17169,N,,Y,6835.45,1,6015.17,N,,N,0,N,0,Y,79546.46,,0,Y,2184.02,Y,0,Y,Y,NA,N,Y,Y,1580.63
42145,5/1/76,5,74,STILLWATER,MN,55082,9532,1,2,O,15,M,Y,,Y,,1,M,2,72000.96,G,320,Q,1976,B,R,1,,A,144456,Y,66581.44,Y,5953.13,1,1721.12,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,Y,50.9
42150,1/1/74,6,61,PELLA,IA,50219,1008,0,2,O,15,M,N,,,,3,M,3,66180,G,140,D,,B,R,1,,,84682,N,,Y,24468.77,1,1795.35,N,,N,0,Y,0,N,0,,0,,0,N,,Y,NA,NA,NA,N,Y,485.87
42151,8/7/99,4,26,LINO LAKES,MN,55014,1144,0,O,R,0,M,N,,,,1,U,1,45000,N,0,H,1980,,,,,A,38517,N,,Y,1613.89,1,3439.55,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,NA,N,Y,157.89
42154,5/1/79,3,59,CEDAR RAPIDS,IA,52404,1011,0,1,O,9,M,N,,,,1,M,2,112500,N,60,E,,B,R,2,,,33540,N,,Y,684.18,1,0,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-27.08
42171,6/30/77,5,69,COTTAGE GROVE,MN,55016,4718,0,4,O,15,S,N,,,,1,F,1,35000,N,70,H,1969,B,R,1,,A,35651,N,,Y,1058.41,1,314.82,Y,659.77,Y,70614.35,N,0,N,0,,0,,0,N,,Y,Y,NA,NA,Y,Y,1569.15
42173,2/7/83,1,89,WINFIELD,IA,52659,0028,0,,O,0,S,N,,,,1,F,1,15000,S,0,,,B,R,,,,44392,N,0,Y,2071.94,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,406.88
42182,11/11/11,1,76,CORALVILLE,IA,52241,1808,0,8,R,7,S,N,,,,1,F,1,15000,H,30,,,B,R,1,,,15873,N,,Y,146.91,0,,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,NA,Y,Y,-31.89
42184,7/1/68,1,68,KIELER,WI,53812,0236,0,7,O,15,M,N,,,,1,M,2,35000,F,110,,,B,R,,,,2615,N,,Y,418.88,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-45.06
42187,8/21/95,4,32,SOUTH ST PAUL,MN,55075,2226,0,P,O,2,M,N,,,,1,M,2,30000,N,110,H,1958,,,1,,A,14122,N,,Y,1170.73,1,395.54,Y,8801.28,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,Y,Y,Y,-37.03
42195,5/21/01,6,29,JACKSONVILLE,IL,62650,1201,0,1,R,4,S,N,,,,2,U,1,82236,B,0,E,,,,,,,214,N,,Y,256.09,1,47.82,Y,151.67,Y,64428.56,Y,0,N,0,,0,,0,N,,Y,Y,NA,NA,Y,Y,569.19
42198,6/6/01,1,6,SERGEANT BLF,IA,51054,8954,3,1,O,3,M,Y,Y,,,1,M,2,62500,U,90,,,B,R,1,,,31677,N,,N,,0,,Y,853.03,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,Y,Y,3.62
42203,11/27/01,1,,CHAMPLIN,MN,55316,2229,1,O,O,6,M,Y,,Y,,1,M,2,62500,U,90,I,1983,B,R,2,,A,11567,N,,N,,1,3730.25,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,73.54
42204,8/28/83,2,46,HARWOOD HTS,IL,60706,7181,2,4,O,15,M,Y,,Y,Y,4,F,2,62500,D,0,M,1948,B,R,,,A,1639,N,,N,,1,5941.5,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,427.42
42206,4/6/89,4,68,DUBUQUE,IA,52001,4305,0,Z,O,15,M,N,,,,1,M,2,45000,N,140,F,1927,B,R,3,,A,28386,N,,Y,13481.03,1,0,N,,N,0,Y,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-3.95
42207,1/28/92,1,46,GREENVILLE,IL,62246,2504,1,B,O,7,M,Y,,Y,,1,M,3,112500,N,0,D,,B,R,,,,2708,N,,N,,1,17324,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,387.78
42208,9/2/89,4,37,CHICAGO,IL,60645,2315,1,O,R,2,B,Y,Y,,,1,F,1,45000,I,0,,,B,R,,,,3548,Y,901.28,Y,668.63,0,,Y,4110.52,N,0,N,0,N,0,,0,,0,N,,Y,Y,Y,Y,NA,Y,230.02
