ID,CUST_OPN_DT,NBROPN,AGE,CITY,STATE,PSTL_CD_5,PSTL_CD_4,NBR_OF_CHLD_IN_HH,OCCUP_OF_1ST_INDV,OWN_RENT,PRM_PLUS_LG_OF_RSD,PRM_PLUS_MRTL_STS,PRM_PLUS_PRSNC_OF_CHLD,CHLD_AGE_00_10,CHLD_AGE_11_17,CHLD_AGE_18_24,EDU1,GNDR_OF_1ST_INDV,HH_ADLTS_PE_PLUS_CNT,INCOME,ROLLUP-CDE,AGGR_VEH_MV,HOM_MV,HOUSE_YR_BUILT,MAIL_ORD_BYR,MAIL_RESPONDERS,NBR_OF_VEHS,PRSNC_OF_POOL_FLG,PRPY_TYP,AST_IXI,CDA_ID,CDA_BAL,CHK_ID,CKCOLBAL,CCD_FLG,CCDBAL,SAV_ID,SVCOLBAL,MTG_ID,MTG_TOT_BAL_AMT,EQ_LINE_FLG,HOM_EQTY_LINE_AMT,EQ_LOAN_FLG,HOM_EQTY_LOAN_AMT,OTHER_LOAN_FLG,OTHER_LOAN_BAL,Auto_Flg,AUTO_LOAN_BAL,INV_FLG,INVST_AMT,ATM_FLG,POS_FLG,CSR_FLG,IVR_FLG,WEB_FLG,TLR_FLG,CRV
13419,1/3/05,1,4,LINO LAKES,MN,55038,9640,1,O,O,2,M,Y,Y,,,3,M,2,125000,N,450,Q,1997,B,R,1,,A,349807,N,,N,,0,,Y,1565.61,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,22.63
13421,12/18/04,1,53,HUBBARD,NE,68741,3036,0,H,O,15,M,N,,,,1,M,2,87500,G,570,,,B,R,2,,,66057,N,,N,,0,,N,,N,0,N,0,N,0,,0,Y,16081.98,N,,NA,NA,NA,NA,NA,NA,328.79
13432,1/4/05,1,66,,,00000,0000,,,,0,,,,,,0,,,,,0,,,,,,,,,N,,N,,0,,Y,184.84,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,11.05
13438,5/28/95,1,36,YELM,WA,98597,2080,0,C,O,10,M,N,,,,1,M,2,15000,N,0,D,,B,R,,,,21675,N,,N,,1,5552.86,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,284.59
13439,12/20/04,1,37,THAYER,MO,65791,9641,0,P,O,15,B,N,,,,1,M,1,25000,S,90,B,,,,1,,,5040,N,,N,,0,,N,,N,0,N,0,N,0,,0,Y,7359.24,N,,NA,NA,NA,NA,NA,NA,136.47
13454,1/7/05,1,2,HILLSBORO,KY,41049,9021,1,5,O,6,M,Y,Y,,,1,M,2,15000,N,100,,,B,R,,,,8542,N,,N,,0,,Y,422.4,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,Y,-7.53
13456,1/7/05,3,39,MANDAN,ND,58554,2040,0,P,R,2,S,N,,,,1,F,1,25000,N,0,,,,,,,,2189,N,,Y,754.89,0,,Y,0.81,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,Y,Y,Y,3180.09
13459,1/7/05,1,13,SANTA ROSA,CA,95404,6520,,P,,0,,,,,,0,,,,N,0,,,,,,,,2048,N,,N,,0,,Y,9.53,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-8.87
13462,1/10/05,3,49,FREMONT,CA,94539,1577,,,,0,,,,,,0,,,42000,,0,,,,,,,,9123,N,,Y,0,1,966.81,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-80.66
13464,1/3/05,1,44,CHARDON,OH,44024,9733,2,1,O,7,M,Y,,Y,,3,M,2,125000,N,310,G,1958,B,R,1,,,14592,N,,N,,0,,N,,N,0,N,0,N,0,,0,Y,10555.43,N,,NA,NA,NA,NA,NA,NA,209.42
13466,12/9/98,1,45,SUBLIMITY,OR,97385,9724,1,1,O,11,M,Y,,Y,Y,3,F,2,125000,J,160,I,1995,B,R,2,,A,122545,N,,Y,5942.99,0,,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,N,NA,Y,215.61
13468,1/11/05,1,12,HARTLAND,WI,53029,9190,3,7,O,3,M,Y,,Y,,1,M,2,125000,U,420,L,,B,R,2,,A,73374,N,,N,,0,,Y,16.76,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-6.14
13471,1/11/05,2,22,WEISER,ID,83672,1519,1,P,O,14,S,Y,,Y,,1,M,2,7200,H,280,D,,,,2,,,102716,N,,Y,1187.89,1,1661.69,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,NA,Y,Y,339.02
13474,1/11/05,3,22,MEDFORD,OR,97501,2865,0,5,O,13,M,N,,,,1,F,2,14400,N,40,I,1931,B,R,2,,A,37728,Y,1500,Y,6663.93,0,0,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,NA,Y,Y,-87.2
13482,1/13/05,2,44,GRAND JCT,CO,81501,3578,0,2,R,3,B,N,,,,1,M,2,15000,N,10,,,B,R,1,,,1914,N,,Y,1449.8,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,Y,NA,NA,Y,Y,-97.42
13483,9/3/96,1,59,MARYSVILLE,OH,43040,8608,1,O,O,15,M,Y,,Y,Y,1,F,2,125000,N,210,F,1978,B,R,1,,A,28314,N,,N,,0,,N,,N,0,N,0,N,0,,0,Y,5384.02,N,,NA,NA,NA,NA,NA,NA,170.4
13491,1/14/05,1,23,THE WOODLANDS,TX,77381,2611,1,O,O,15,M,Y,,Y,Y,1,M,3,112500,S,340,F,1981,B,R,1,,A,95829,N,,Y,10.91,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-95.71
13493,1/14/05,1,93,SALEM,OH,44460,9638,0,8,O,12,M,N,,,,1,M,2,25000,N,30,D,1993,B,R,1,,A,36806,Y,100000,N,,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,106.33
13495,1/14/05,1,20,CAHOKIA,IL,62206,2124,1,P,O,14,S,Y,,Y,Y,1,F,3,19200,S,0,C,,,,,,A,4824,N,,N,,1,839.29,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,50.27
13498,1/14/05,1,26,OMAHA,NE,68154,5828,0,O,R,1,S,N,,,,1,M,1,35000,H,0,,,,,,,,4389,N,,Y,100.81,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-54.2
13502,1/18/05,1,50,SUN VALLEY,NV,89433,7136,0,2,O,2,M,N,,,,2,M,2,66588,N,0,D,,B,R,,,,591,N,,Y,1177.48,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,785.56
13504,1/18/05,1,57,DES MOINES,WA,98198,7001,,O,,0,,,,,,0,,,,N,0,M,2006,,,,,A,5392,N,,Y,7809.05,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,Y,NA,Y,112.96
13507,1/7/05,2,52,BALSAM LAKE,WI,54810,2119,0,5,O,2,M,N,,,,1,M,4,62500,N,140,C,,,,2,,,68659,N,,N,,0,,N,,N,0,N,0,N,0,Y,15636.72,Y,12796.93,N,,NA,NA,NA,NA,NA,NA,524.83
13511,3/24/95,2,21,OVERLAND PARK,KS,66209,4021,0,N,R,0,B,N,,,,1,M,1,125000,N,0,L,,,,,,,314201,N,,Y,528.93,0,,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,NA,Y,Y,-733.34
13512,1/18/05,2,42,LAS VEGAS,NV,89147,6148,0,,O,0,M,N,,,,1,M,1,75999.96,F,0,I,1998,,,,Y,A,45567,N,,Y,3.34,0,,Y,4703.41,N,0,N,0,N,0,,0,,0,N,,Y,Y,Y,Y,Y,Y,38.24
13516,1/18/05,1,11,ARLINGTON,TX,76002,5404,,N,,0,,,,,,0,,,,Z,0,G,1996,,,,,A,53945,N,,N,,0,,Y,250.55,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-6.01
13518,1/19/05,1,3,CINCINNATI,OH,45239,5636,2,Z,O,2,M,Y,Y,,,1,M,2,62500,N,150,D,1954,B,R,1,,A,9754,N,,N,,0,,Y,919.2,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-1.03
13524,1/2/04,2,24,STAMPING GRD,KY,40379,9737,,P,,0,,,,,,0,,,25999.92,U,0,,,,,,,,89,N,,Y,1322.6,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-135.76
13525,6/21/04,1,28,EUGENE,OR,97402,0441,1,,O,3,A,Y,Y,,,1,M,2,112500,N,170,,,B,R,,,,45301,N,,Y,2341.23,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,187.08
13526,1/19/05,3,22,LAWRENCE,KS,66044,3478,0,O,O,3,B,N,,,,1,F,1,1399.92,F,0,,,B,R,,,,8980,N,,Y,1553.56,1,39,Y,1691.11,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,NA,NA,Y,-79.47
13538,1/20/05,3,18,SAN JOSE,CA,95135,1213,,N,,0,,,,,,0,,,,H,0,B,1973,,,,,A,52238,N,,Y,565.84,0,,Y,100.01,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,NA,Y,Y,-43.01
13539,1/21/05,1,21,O FALLON,IL,62269,2260,1,O,R,1,M,Y,,Y,,1,F,2,62500,N,0,,,,,,,,34,N,,Y,0.68,0,,N,,N,0,N,0,N,0,,0,,0,N,,N,Y,NA,Y,NA,Y,13.46
13542,8/18/04,1,36,FOUNTAIN VLY,CA,92728,0931,0,,O,13,M,N,,,,1,,2,74999.88,O,0,,,,,,,,32591,N,,N,,1,4535,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,237.62
13545,1/21/05,1,25,HAYDEN,ID,83835,7565,0,O,R,1,M,N,,,,1,M,2,15000,N,0,,,,,,,,155417,N,,Y,33.97,0,,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,N,Y,Y,Y,398.38
13549,1/24/05,1,47,DAVENPORT,IA,52804,3516,1,5,O,6,S,Y,,Y,Y,1,M,3,35000,O,0,G,,B,R,2,,,3352,N,5167.85,Y,469.42,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,Y,NA,NA,Y,Y,102.13
13551,1/26/04,2,24,SAINT LOUIS,MO,63139,2718,0,P,R,0,B,N,,,Y,1,F,1,45000,N,0,D,1923,,,,,D,28126,N,,Y,372.42,0,,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,NA,Y,Y,-69.45
13552,1/24/05,1,63,SAINT LOUIS,MO,63136,1615,1,P,O,2,S,Y,Y,,,1,F,1,62500,Z,100,C,1957,B,R,2,,A,270,N,,Y,5.42,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-57.55
13554,1/24/05,1,53,LINCOLN,CA,95648,8542,2,O,O,8,M,Y,Y,Y,,1,M,2,45000,N,0,,,B,R,,,,373815,N,,Y,20.81,0,,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,Y,NA,Y,95.22
13555,1/24/05,1,27,COLORADO SPGS,CO,80906,2778,1,P,R,6,M,Y,,Y,,1,F,1,17500,I,0,F,1968,,,,,A,3156,N,,Y,53.35,0,,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,Y,Y,Y,177.56
13570,1/21/05,1,64,FRANKLIN,KY,42134,1364,0,4,O,15,A,N,,,,1,M,2,15000,N,280,D,,B,R,1,,,19782,N,,N,,0,,N,,N,0,N,0,N,0,,0,Y,9384.89,N,,NA,NA,NA,NA,NA,Y,203.84
13581,1/26/05,2,62,PRESTONSBURG,KY,41653,9149,1,O,O,6,M,Y,,Y,,1,M,2,35000,N,240,,,,,2,,,15669,Y,7016.72,Y,2885.19,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,Y,-47.08
13582,1/26/05,2,25,SAINT PAUL,MN,55105,1845,0,O,R,5,S,N,,,,1,F,1,18999.96,G,0,,,,,,,,14044,N,,Y,1887.55,0,,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,NA,Y,Y,-158.94
13585,1/22/05,1,48,MULLIKEN,MI,48861,9731,0,P,O,1,M,N,,,,1,M,3,87500,I,300,D,,B,R,2,,,3415,N,,N,,0,,N,,N,0,N,0,N,0,Y,20280.84,,0,N,,NA,NA,NA,NA,NA,NA,376.45
13600,3/23/92,2,34,MINNEAPOLIS,MN,55407,2923,0,O,O,6,B,N,,,,1,M,1,45000,G,210,J,1938,,,2,,A,3943,N,,Y,1588.93,0,,Y,5361.67,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-57.74
13617,2/1/05,3,43,FORT CAMPBELL,KY,42223,1108,1,7,O,3,M,Y,,Y,,1,F,2,45000,G,430,,,B,R,1,,,2308,N,,Y,651.82,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-145.89
13624,2/1/05,1,18,JOPLIN,MO,64804,2215,,P,,0,,,,,,0,,,,N,0,E,,,,,,,25735,N,,Y,791.78,0,,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,NA,Y,Y,-15.85
13643,2/3/05,1,25,KENOSHA,WI,53144,7551,3,P,O,2,B,Y,Y,,Y,1,F,1,27000,N,0,F,1940,B,R,,,A,286051,N,,Y,10.88,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-54.8
13644,2/3/05,4,44,MASON,OH,45040,1175,1,O,O,4,S,Y,Y,,,1,F,1,47064,N,160,D,1981,B,R,1,,B,4518,N,,Y,1135.06,1,0,Y,13028.16,N,0,Y,450,N,0,,0,,0,N,,Y,Y,NA,N,Y,Y,87.9
13648,2/4/05,1,46,HUBER HEIGHTS,OH,45424,5967,1,2,O,15,M,Y,,Y,Y,1,M,4,87500,S,290,D,1957,,,3,,A,1888,N,,N,,0,,N,,N,0,N,0,N,0,,0,Y,856.55,N,,NA,NA,NA,NA,NA,NA,-1.87
13653,2/4/05,1,50,MILLWOOD,WV,25262,9708,0,2,O,15,M,N,,,,1,M,4,62500,S,350,D,1980,B,R,2,,A,3279,N,,N,,1,7505.45,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,441.41
13657,2/7/05,1,12,GRESHAM,OR,97030,6472,1,P,O,15,M,Y,,Y,,1,M,2,112500,N,180,J,1990,B,R,2,,A,14264,N,,N,,0,,Y,37.18,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-8.56
13660,2/9/95,2,43,LAKEVILLE,MN,55044,4208,1,O,O,4,M,Y,,Y,,1,M,2,125000,N,240,N,1995,,R,,,A,107939,N,,Y,13085.06,0,,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,NA,Y,Y,-13.43
13662,2/7/05,3,45,MURRIETA,CA,92563,2810,1,O,O,2,M,Y,,Y,,1,M,3,26400,R,0,N,2004,B,R,,,A,36970,N,,Y,1442.17,1,0,Y,600.32,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,Y,NA,Y,-57.46
13664,2/7/05,1,34,EYOTA,MN,55934,9782,,P,,0,,,,,,0,,,49999.92,N,0,,,,,,,,15220,N,,Y,1734.83,0,,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,NA,Y,N,114.75
13666,10/28/00,1,52,LANSING,MI,48911,1006,0,1,O,5,M,N,,,,3,F,2,125000,N,500,O,,B,R,2,,,1044191,N,,N,,1,7448.63,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,117.52
13668,2/7/05,1,35,THORNTON,CO,80229,4314,1,O,R,5,M,Y,Y,,,1,M,4,35000,S,350,D,,,,3,,,416,N,,N,,0,,Y,5.99,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,Y,-33.58
13671,1/26/05,1,54,LEXINGTON,SC,29072,0000,,O,,0,,,,,,0,,,,,0,,,,,,,,,N,,N,,0,,N,,N,0,N,0,N,0,Y,53256.07,,0,N,,NA,NA,NA,NA,NA,NA,1071.79
13674,2/8/05,1,48,COLLINSVILLE,IL,62234,6861,0,O,O,15,M,N,,,,1,M,2,125000,H,0,G,,B,R,1,,B,110213,N,,Y,791.88,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,158.25
13682,2/8/05,2,44,DES MOINES,IA,50314,2307,1,P,O,7,B,Y,,Y,,1,F,1,15000,Z,40,D,1944,B,R,2,,A,204,N,,Y,143.82,0,,Y,353.65,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,NA,NA,Y,-92.01
13692,11/21/02,1,73,MADISON,WI,53705,2550,0,1,O,15,S,N,,,,3,F,1,25000,U,150,H,,B,R,1,,A,244534,N,,Y,241.36,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,1.02
13698,2/10/05,1,54,EAST POINT,KY,41216,0000,0,P,O,11,B,N,,,,1,M,1,35000,S,250,,,,,1,,,,N,,Y,624.08,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,Y,NA,Y,NA,Y,2.55
13700,2/10/05,1,25,LOUISVILLE,KY,40222,3723,0,O,R,2,S,N,,,,1,M,1,19999.92,N,110,,,,,2,,,748,N,,Y,10,0,,N,,N,0,N,0,N,0,,0,,0,N,,N,N,NA,NA,NA,Y,482.88
13704,11/29/52,1,66,GARLAND,UT,84312,9517,3,P,O,7,A,Y,,Y,Y,1,M,4,62500,N,90,C,,B,R,,,,52012,N,,Y,6266.48,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,106.31
13715,2/14/05,1,34,SPRINGFIELD,OH,45504,1718,2,O,O,3,M,Y,,Y,,1,M,2,25000,U,120,,,B,R,2,,,4457,N,,Y,103.84,0,,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,Y,NA,Y,-93.85
13722,2/14/05,2,26,SEATTLE,WA,98125,4049,0,O,O,0,S,N,,,,1,F,1,49999.92,H,0,K,,,,,,B,164187,N,,Y,122.89,1,9751.01,N,,N,0,N,0,N,0,,0,,0,N,,NA,N,NA,NA,Y,NA,1231.3
13733,2/16/05,1,18,OMAHA,NE,68112,2565,3,1,O,15,M,Y,Y,Y,Y,1,M,3,35000,N,160,D,,B,R,2,,,40006,N,,Y,280.57,0,,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,Y,Y,Y,50.16
13739,2/17/05,4,33,TURNERS STA,KY,40075,7213,4,P,O,13,A,Y,Y,Y,,1,M,3,45000,S,340,,,B,R,2,,,243,N,,Y,738.28,0,,Y,74.73,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,NA,Y,Y,-184.87
13746,2/15/05,1,66,CLINTON,MS,39056,9615,0,3,O,4,M,N,,,,1,F,2,62500,N,460,F,2002,B,R,1,,A,14875,N,,N,,0,,N,,N,0,N,0,N,0,,0,Y,14018.53,N,,NA,NA,NA,NA,NA,NA,276.81
13748,2/18/05,1,75,RAYLAND,OH,43943,0000,,P,,0,,,,,,0,,,,N,0,,,,,,,,,N,,N,,0,,Y,1335.38,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,Y,3.04
13762,2/22/05,1,41,CHICAGO,IL,60640,2120,,N,,0,,,,,,0,,,,H,0,,,,,,,,2060,N,,Y,4.31,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,151.84
13781,2/23/05,3,52,SOLON,OH,44139,5674,1,O,O,10,M,Y,,Y,,1,M,3,125000,S,1830,D,1997,B,R,1,,A,825159,Y,1002633.47,N,,0,,Y,119423.22,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,3320.44
13789,2/14/05,1,42,HARRISON,AR,72601,4659,1,P,O,4,M,Y,,Y,,1,M,2,125000,G,0,D,,B,R,,,,4964,N,,N,,0,,N,,N,0,N,0,N,0,,0,Y,6001.91,N,,NA,NA,NA,NA,NA,NA,118.5
13790,2/24/05,2,43,EDGERTON,MO,64444,9180,3,5,R,1,M,Y,,Y,,4,M,3,62500,J,140,D,,,,2,,,27396,N,,Y,510.01,0,,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,Y,N,Y,625.31
13795,2/24/05,1,28,CLARKSVILLE,TN,37043,1922,0,O,R,2,B,N,,,,1,F,1,62500,O,20,E,1989,,,,,A,1959,N,,Y,223.7,0,,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,N,Y,Y,Y,-64.43
13798,2/24/05,1,64,MOSCOW,ID,83843,1336,0,7,O,1,M,N,,,,1,F,2,62500,U,0,,,B,R,2,,,1739,N,,Y,8928.37,0,,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,NA,Y,Y,-31.45
13799,2/24/05,1,15,TROY,MO,63379,0000,4,C,O,2,M,Y,Y,Y,,1,M,2,125000,U,350,D,,B,R,2,,,,N,,N,,0,,Y,201.88,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-5.6
13804,2/25/05,1,11,SEATTLE,WA,98115,4150,,O,,0,,,,,,0,,,,G,0,F,1911,,,,,A,172270,N,,N,,0,,Y,4.47,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-9.12
13806,2/22/05,1,60,NEW WINDSOR,NY,12553,6417,0,1,O,15,M,N,,,,3,M,2,125000,U,790,H,1975,B,R,3,Y,A,42990,N,,N,,0,,N,,N,0,N,0,N,0,,0,Y,10553.22,N,,NA,NA,NA,NA,NA,NA,381.63
13810,2/25/05,7,60,LINCOLN,CA,95648,1510,0,1,O,9,M,N,,,,3,M,2,45000,S,0,I,1976,B,R,,,A,26662,N,,Y,7661.12,1,7884.12,Y,21299.13,N,0,N,0,N,0,,0,,0,N,,N,Y,NA,NA,Y,N,878.99
13815,2/28/05,1,34,LOUISVILLE,KY,40215,1973,1,B,O,7,A,Y,,Y,,1,M,3,15000,S,230,D,,B,R,3,,,4990,N,,Y,940.45,0,,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,Y,NA,Y,824.77
13824,2/28/05,4,28,SAINT CLAIR,MO,63077,1296,,O,,0,,,,,,0,,,23640,S,0,,,,,,,,,N,,Y,616.19,0,,Y,-0.96,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,Y,Y,Y,-149.57
13826,2/28/05,2,47,PORTLAND,OR,97219,5428,,O,,0,,,,,,0,,,,,0,,,,,,,,393371,N,,Y,56.23,0,,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,N,Y,Y,Y,-148.34
13827,2/24/05,1,67,ALACHUA,FL,32615,3023,0,1,O,3,M,N,,,,2,M,2,125000,N,570,Q,2004,,,,,A,306202,N,,N,,0,,N,,N,0,N,0,N,0,Y,74684.35,,0,N,,NA,NA,NA,NA,NA,NA,1072.44
13832,2/19/05,1,65,CARROLLTON,IL,62016,1413,0,1,O,15,M,N,,,,2,M,3,62500,N,0,D,,B,R,2,,,62971,N,,N,,0,,N,,N,0,N,0,N,0,,0,Y,2503.99,N,,NA,NA,NA,NA,NA,NA,57.47
13835,2/28/05,1,31,YAKIMA,WA,98901,2378,1,P,O,3,S,Y,,Y,,1,F,3,17500,H,0,,,B,R,,,,99,N,,Y,556.11,0,,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,Y,NA,Y,31.95
13839,2/25/05,1,64,HOUSTON,TX,77084,3117,0,1,O,2,M,N,,,,3,M,2,62500,F,240,F,1979,B,R,2,,A,5178,N,,N,,0,,N,,N,0,N,0,N,0,Y,16597.66,,0,N,,NA,NA,NA,NA,NA,NA,318.9
13840,3/1/05,1,25,SALEM,OR,97301,2603,,P,,0,,,,,,0,,,24000,F,0,E,1920,,,,,A,15031,N,,Y,103.22,0,255.39,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,Y,N,Y,128.78
13847,3/2/05,1,39,DENVER,CO,80209,4610,1,O,O,2,B,Y,Y,,,3,F,1,125000,N,200,Q,1910,B,R,1,,A,886905,N,,Y,10400.67,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,190.61
13848,3/2/05,1,38,SURGOINSVILLE,TN,37873,6301,1,Q,O,3,M,Y,Y,,,1,M,4,76668,N,550,,,B,R,3,,,5392,N,,Y,-340.62,0,,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,NA,NA,Y,1079.53
13865,3/4/05,2,38,BLMNG PRAIRIE,MN,55917,7006,3,9,O,13,M,Y,Y,,,1,M,2,87500,N,180,,,B,R,1,,,5130,N,,Y,100.04,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-102.62
13870,3/7/05,1,20,MOUNDS VIEW,MN,55112,1231,0,P,O,15,M,N,,,,1,M,2,19999.92,U,110,G,1951,B,R,3,,A,12941,N,,Y,330.26,0,,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,N,NA,Y,Y,574.7
13872,3/7/05,1,69,MILWAUKEE,WI,53216,2150,1,O,O,3,M,Y,,Y,,1,M,4,25000,S,70,C,1951,,,1,,A,670,N,,Y,27.75,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-52.97
13885,3/7/05,3,59,LAS VEGAS,NV,89135,2820,0,D,O,4,M,N,,,,2,M,3,125000,N,0,O,2002,B,R,,Y,A,243487,N,,Y,1837.19,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,Y,-30.26
13888,3/7/05,1,28,WASHINGTON,MO,63090,2339,,,,0,,,,,,0,,,,,0,,,,,,,,20270,N,,Y,1601.55,0,,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,NA,Y,Y,16.19
13890,3/7/05,3,52,CINCINNATI,OH,45204,1022,1,8,O,15,M,Y,Y,,,1,M,4,35000,G,210,B,1927,B,R,2,,A,48,N,,Y,162.97,0,0,N,,N,0,Y,16727.3,N,0,,0,,0,N,,NA,NA,NA,NA,NA,Y,83.83
13896,3/5/05,1,68,LONDON,KY,40744,7466,0,5,O,15,M,N,,,,1,M,2,17500,G,150,,,B,R,2,,,28,N,,N,,0,,N,,N,0,N,0,N,0,,0,Y,9426.09,N,,NA,NA,NA,NA,NA,NA,190.49
13898,3/1/05,1,41,BOISE,ID,83704,2044,1,5,O,5,M,Y,Y,,,2,M,2,87500,I,280,E,1975,,,,,A,93000,N,,N,,0,,N,,N,0,N,0,N,0,Y,15286.78,,0,N,,NA,NA,NA,NA,NA,NA,62.85
13904,3/9/05,1,4,HGHLNDS RANCH,CO,80126,7132,,O,,0,,,,,,0,,,,U,0,H,,,,,,,13991,N,,N,,0,,Y,0.36,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-5.57
13907,3/9/05,2,31,HILLSBORO,OR,97124,7052,0,O,O,15,M,N,,,,1,F,2,69999.96,N,10,D,,,,2,,,6263,N,,Y,3423.98,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,50.32
13909,10/6/92,2,59,ELKHORN,NE,68022,0083,,,,0,,,,,,0,,,,G,0,,,,,,,,0,N,,Y,209.69,0,,Y,551.74,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-53.83
13913,3/10/05,3,32,WOODBURY,MN,55125,3441,1,N,O,2,A,Y,Y,,,1,M,2,62500,G,120,K,1986,B,R,2,,A,88653,N,,Y,567.68,0,,Y,3452.29,N,0,Y,5245.76,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,75.55
